SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KMSUGAR, EQ, 07-Mar-2022, 28.55, 28.40, 28.75, 27.40, 28.50, 28.50, 28.10, 506585, 142.33, 2145, 216989, 42.83
KNRCON, EQ, 07-Mar-2022, 306.55, 303.00, 307.80, 282.20, 285.00, 286.05, 293.93, 717358, 2108.53, 24061, 331082, 46.15
KOKUYOCMLN, EQ, 07-Mar-2022, 61.05, 61.00, 61.65, 59.70, 60.50, 60.40, 60.60, 137375, 83.24, 776, 112799, 82.11
KOLTEPATIL, EQ, 07-Mar-2022, 269.25, 264.00, 265.50, 252.45, 261.70, 260.75, 259.64, 228588, 593.52, 4878, 75028, 32.82
KOPRAN, EQ, 07-Mar-2022, 273.15, 261.00, 270.05, 260.45, 262.75, 262.50, 264.27, 112853, 298.24, 4209, 39603, 35.09
KOTAKALPHA, EQ, 07-Mar-2022, 31.99, 32.00, 32.20, 30.74, 31.49, 31.16, 31.33, 572919, 179.49, 989, 408518, 71.30
KOTAKBANK, EQ, 07-Mar-2022, 1752.15, 1693.50, 1730.90, 1680.05, 1717.60, 1711.90, 1704.80, 2697935, 45994.37, 146396, 1354309, 50.20
KOTAKBKETF, EQ, 07-Mar-2022, 346.96, 340.05, 344.88, 328.20, 333.44, 332.66, 332.15, 250177, 830.98, 1924, 217387, 86.89
KOTAKGOLD, EQ, 07-Mar-2022, 44.48, 44.88, 47.10, 44.88, 45.66, 45.78, 45.71, 1676596, 766.31, 2407, 875683, 52.23
KOTAKIT, EQ, 07-Mar-2022, 34.45, 34.45, 35.09, 33.90, 35.07, 35.04, 34.59, 36993, 12.80, 627, 17704, 47.86
KOTAKMID50, EQ, 07-Mar-2022, 76.50, 76.50, 76.50, 71.65, 74.38, 74.39, 73.00, 13646, 9.96, 124, 6637, 48.64
KOTAKNIFTY, EQ, 07-Mar-2022, 171.97, 170.31, 171.00, 167.01, 168.50, 168.29, 168.18, 257358, 432.82, 2361, 171495, 66.64
KOTAKNV20, EQ, 07-Mar-2022, 94.46, 94.40, 96.38, 92.68, 94.50, 94.20, 94.38, 26053, 24.59, 545, 19334, 74.21
KOTAKPSUBK, EQ, 07-Mar-2022, 252.69, 250.00, 251.20, 238.11, 243.00, 240.88, 242.57, 27304, 66.23, 809, 18745, 68.65
KOTARISUG, EQ, 07-Mar-2022, 34.55, 34.50, 34.90, 31.80, 34.00, 34.10, 33.84, 183515, 62.11, 1854, 83589, 45.55
KOTHARIPET, EQ, 07-Mar-2022, 85.35, 85.30, 85.30, 81.35, 83.75, 82.70, 82.95, 119992, 99.54, 3592, 54915, 45.77
KOTHARIPRO, EQ, 07-Mar-2022, 126.50, 123.00, 123.00, 116.25, 119.40, 118.75, 118.67, 51174, 60.73, 821, 26306, 51.41
KOTYARK, SM, 07-Mar-2022, 245.00, 233.00, 233.60, 232.75, 232.75, 232.75, 233.04, 14000, 32.63, 7, 10000, 71.43
KOVAI, EQ, 07-Mar-2022, 1554.40, 1555.00, 1560.00, 1506.15, 1522.85, 1513.75, 1528.91, 2047, 31.30, 321, 1160, 56.67
KPIGLOBAL, EQ, 07-Mar-2022, 420.70, 405.25, 408.50, 399.70, 404.00, 403.30, 401.81, 58019, 233.13, 1481, 35549, 61.27
KPITTECH, EQ, 07-Mar-2022, 546.20, 530.00, 561.50, 528.05, 545.50, 542.20, 543.47, 1281374, 6963.83, 57706, 542705, 42.35
KPRMILL, EQ, 07-Mar-2022, 627.00, 600.00, 614.00, 581.45, 595.40, 594.00, 592.95, 1687967, 10008.74, 26397, 1467061, 86.91
KRBL, EQ, 07-Mar-2022, 193.95, 194.05, 196.80, 190.00, 192.00, 192.60, 193.61, 535656, 1037.07, 7302, 241802, 45.14
KREBSBIO, EQ, 07-Mar-2022, 151.50, 145.50, 155.40, 145.50, 148.40, 147.35, 150.32, 23388, 35.16, 647, 13449, 57.50
KRISHANA, EQ, 07-Mar-2022, 205.20, 207.00, 224.80, 200.45, 216.00, 214.15, 215.61, 92737, 199.95, 2793, 42410, 45.73
KRITI, EQ, 07-Mar-2022, 101.45, 103.00, 103.00, 98.30, 101.65, 100.80, 99.85, 37726, 37.67, 1131, 22667, 60.08
KRSNAA, EQ, 07-Mar-2022, 552.20, 540.00, 558.00, 534.90, 552.00, 550.75, 552.56, 129378, 714.89, 3483, 102287, 79.06
KSB, EQ, 07-Mar-2022, 1053.80, 1053.00, 1161.20, 1030.00, 1129.00, 1146.80, 1117.18, 220856, 2467.36, 19815, 36215, 16.40
KSCL, EQ, 07-Mar-2022, 487.20, 475.00, 506.70, 467.25, 497.00, 499.20, 492.12, 185730, 914.01, 7752, 76138, 40.99
KSL, EQ, 07-Mar-2022, 298.45, 295.00, 303.00, 293.60, 296.55, 295.95, 298.19, 50434, 150.39, 4195, 12114, 24.02
KSOLVES, SM, 07-Mar-2022, 311.80, 311.00, 321.90, 305.05, 315.00, 315.05, 313.91, 7600, 23.86, 15, 6400, 84.21
KTKBANK, EQ, 07-Mar-2022, 57.60, 56.90, 56.90, 55.25, 55.65, 55.55, 55.93, 1332315, 745.20, 7745, 788416, 59.18
KUANTUM, EQ, 07-Mar-2022, 69.35, 67.95, 67.95, 65.25, 66.80, 66.10, 66.45, 18488, 12.28, 420, 11135, 60.23
L&TFH, EQ, 07-Mar-2022, 61.55, 61.00, 61.00, 58.50, 59.65, 59.40, 59.32, 8645724, 5128.74, 37771, 3459284, 40.01
L&TFINANCE, N7, 07-Mar-2022, 959.20, 1058.20, 1058.20, 1058.20, 1058.20, 1058.20, 1058.20, 2, 0.02, 1, 2, 100.00
L&TFINANCE, N8, 07-Mar-2022, 1020.20, 1021.00, 1021.00, 1000.05, 1010.00, 1009.65, 1007.23, 195, 1.96, 8, 120, 61.54
L&TFINANCE, NA, 07-Mar-2022, 1294.50, 1294.09, 1294.09, 1293.00, 1293.99, 1293.91, 1293.91, 394, 5.10, 7, 394, 100.00
L&TFINANCE, NC, 07-Mar-2022, 1046.66, 1059.00, 1059.00, 1050.00, 1050.00, 1050.00, 1057.49, 760, 8.04, 6, 760, 100.00
L&TFINANCE, NE, 07-Mar-2022, 1055.00, 1055.00, 1055.00, 1050.00, 1050.00, 1050.00, 1050.30, 33, 0.35, 6, 33, 100.00
L&TFINANCE, NG, 07-Mar-2022, 1133.98, 1134.00, 1134.00, 1134.00, 1134.00, 1134.00, 1134.00, 6, 0.07, 2, 3, 50.00
L&TFINANCE, NI, 07-Mar-2022, 1122.40, 1117.00, 1117.00, 1117.00, 1117.00, 1117.00, 1117.00, 173, 1.93, 2, 173, 100.00
L&TFINANCE, NK, 07-Mar-2022, 1077.95, 1077.00, 1077.00, 1073.95, 1073.95, 1073.95, 1074.36, 75, 0.81, 2, 75, 100.00
L&TFINANCE, NM, 07-Mar-2022, 1271.00, 1277.10, 1277.10, 1271.00, 1271.00, 1271.00, 1273.44, 25, 0.32, 2, 25, 100.00
L&TFINANCE, NQ, 07-Mar-2022, 1071.00, 1071.00, 1071.00, 1071.00, 1071.00, 1071.00, 1071.00, 2, 0.02, 1, 2, 100.00
L&TFINANCE, NS, 07-Mar-2022, 1313.00, 1313.05, 1313.05, 1313.05, 1313.05, 1313.05, 1313.05, 108, 1.42, 1, 108, 100.00
L&TFINANCE, NY, 07-Mar-2022, 1030.00, 1024.00, 1024.00, 1020.00, 1020.00, 1020.69, 1020.69, 200, 2.04, 7, 200, 100.00
L&TFINANCE, Y1, 07-Mar-2022, 1191.01, 1199.00, 1199.00, 1199.00, 1199.00, 1199.00, 1199.00, 5, 0.06, 1, 5, 100.00
L&TFINANCE, Y3, 07-Mar-2022, 1012.50, 1012.00, 1012.00, 1012.00, 1012.00, 1012.00, 1012.00, 10, 0.10, 1, 10, 100.00
L&TFINANCE, Y5, 07-Mar-2022, 1041.11, 1041.07, 1050.00, 1041.03, 1050.00, 1050.00, 1042.00, 123, 1.28, 5, 113, 91.87
L&TFINANCE, Y7, 07-Mar-2022, 1061.00, 1060.00, 1060.00, 1045.00, 1045.00, 1046.63, 1052.76, 150, 1.58, 9, 116, 77.33
L&TFINANCE, Y9, 07-Mar-2022, 1065.94, 1068.00, 1068.00, 1067.00, 1067.00, 1067.00, 1067.12, 85, 0.91, 3, 85, 100.00
LAGNAM, EQ, 07-Mar-2022, 89.50, 91.85, 92.50, 85.05, 85.50, 85.40, 87.01, 48306, 42.03, 614, 27318, 56.55
LALPATHLAB, EQ, 07-Mar-2022, 2350.85, 2320.00, 2347.45, 2263.40, 2335.40, 2326.00, 2305.34, 331492, 7642.03, 24643, 192016, 57.92
LAMBODHARA, EQ, 07-Mar-2022, 86.30, 83.05, 87.00, 81.15, 81.15, 81.85, 82.73, 16922, 14.00, 610, 9077, 53.64
LAOPALA, EQ, 07-Mar-2022, 360.65, 346.50, 354.80, 314.85, 345.00, 343.50, 330.40, 1214638, 4013.22, 36166, 281103, 23.14
LASA, EQ, 07-Mar-2022, 49.05, 47.70, 49.90, 44.50, 46.10, 46.35, 47.46, 343946, 163.23, 3907, 102899, 29.92
LATENTVIEW, EQ, 07-Mar-2022, 410.20, 399.70, 415.00, 395.10, 405.70, 405.90, 405.80, 575784, 2336.55, 32689, 212977, 36.99
LAURUSLABS, EQ, 07-Mar-2022, 536.65, 527.30, 532.80, 521.40, 527.00, 528.10, 527.98, 1411378, 7451.86, 31718, 551381, 39.07
LAXMICOT, EQ, 07-Mar-2022, 20.80, 20.75, 22.50, 19.75, 20.95, 20.60, 20.57, 86773, 17.85, 213, 77339, 89.13
LAXMIMACH, EQ, 07-Mar-2022, 10146.70, 10100.00, 10100.00, 9651.00, 9894.00, 9892.20, 9864.22, 12145, 1198.01, 3966, 5432, 44.73
LEMONTREE, EQ, 07-Mar-2022, 52.45, 51.00, 53.90, 50.60, 53.05, 53.15, 52.94, 7555549, 3999.87, 32911, 2656924, 35.17
LEXUS, SM, 07-Mar-2022, 30.00, 28.55, 28.55, 28.55, 28.55, 28.55, 28.55, 9000, 2.57, 1, 9000, 100.00
LFIC, EQ, 07-Mar-2022, 93.80, 97.20, 97.20, 93.60, 96.35, 94.15, 94.88, 1147, 1.09, 104, 719, 62.69
LGBBROSLTD, EQ, 07-Mar-2022, 555.15, 530.35, 549.00, 515.45, 524.95, 524.75, 530.58, 127351, 675.70, 10491, 53150, 41.74
LIBAS, EQ, 07-Mar-2022, 29.60, 28.50, 29.90, 27.90, 28.40, 28.35, 28.63, 400178, 114.57, 1163, 183176, 45.77
LIBERTSHOE, EQ, 07-Mar-2022, 137.20, 130.00, 138.05, 130.00, 136.60, 136.90, 135.51, 84322, 114.27, 2103, 34242, 40.61
LICHSGFIN, EQ, 07-Mar-2022, 342.35, 339.00, 339.00, 321.00, 331.70, 330.70, 327.49, 4443897, 14553.15, 62292, 1119505, 25.19
LICNETFGSC, EQ, 07-Mar-2022, 22.33, 22.65, 22.65, 22.02, 22.27, 22.24, 22.25, 8293, 1.85, 192, 5399, 65.10
LICNETFN50, EQ, 07-Mar-2022, 175.11, 175.50, 176.50, 168.50, 171.50, 171.39, 171.44, 2334, 4.00, 175, 1865, 79.91
LICNETFSEN, EQ, 07-Mar-2022, 584.32, 581.00, 594.00, 538.00, 585.40, 583.71, 577.78, 777, 4.49, 208, 522, 67.18
LICNFNHGP, EQ, 07-Mar-2022, 174.63, 171.15, 178.00, 170.00, 175.75, 175.60, 174.56, 1029, 1.80, 100, 578, 56.17
LIKHITHA, EQ, 07-Mar-2022, 294.05, 290.00, 293.00, 282.05, 287.00, 286.15, 286.22, 19446, 55.66, 1161, 11787, 60.61
LINC, EQ, 07-Mar-2022, 287.25, 288.70, 289.80, 276.05, 277.00, 278.45, 278.91, 18950, 52.85, 229, 17722, 93.52
LINCOLN, EQ, 07-Mar-2022, 312.25, 304.00, 308.45, 297.05, 302.00, 301.60, 301.52, 62969, 189.87, 2674, 42623, 67.69
LINDEINDIA, EQ, 07-Mar-2022, 2613.20, 2608.00, 2608.00, 2503.20, 2542.30, 2551.80, 2547.31, 84317, 2147.81, 12669, 43851, 52.01
LIQUIDBEES, EQ, 07-Mar-2022, 1000.00, 1002.60, 1002.60, 998.25, 1000.00, 999.99, 999.99, 2617522, 26175.07, 16246, 2207891, 84.35
LIQUIDETF, EQ, 07-Mar-2022, 999.99, 999.50, 1000.01, 995.50, 1000.00, 1000.00, 999.99, 15496, 154.96, 103, 11833, 76.36
LODHA, EQ, 07-Mar-2022, 1042.95, 985.50, 1015.00, 978.55, 994.05, 994.25, 998.69, 442345, 4417.67, 22414, 296991, 67.14
LOKESHMACH, EQ, 07-Mar-2022, 74.00, 71.50, 75.45, 70.35, 72.05, 73.15, 72.92, 101597, 74.09, 1371, 45748, 45.03
LT, EQ, 07-Mar-2022, 1711.75, 1658.25, 1666.80, 1605.55, 1640.00, 1634.45, 1627.93, 6318251, 102856.74, 287087, 4287873, 67.86
LTI, EQ, 07-Mar-2022, 6108.65, 6010.00, 6244.95, 5948.75, 6210.00, 6212.75, 6144.40, 378431, 23252.33, 45289, 124661, 32.94
LTTS, EQ, 07-Mar-2022, 4613.50, 4548.90, 4639.85, 4501.00, 4630.00, 4610.35, 4579.93, 315964, 14470.93, 30465, 112290, 35.54
LUMAXIND, EQ, 07-Mar-2022, 996.00, 971.10, 986.80, 939.10, 959.90, 951.25, 955.09, 9115, 87.06, 1478, 5953, 65.31
LUMAXTECH, EQ, 07-Mar-2022, 165.30, 165.30, 165.30, 158.70, 163.00, 162.35, 162.19, 99777, 161.82, 3343, 42020, 42.11
LUPIN, EQ, 07-Mar-2022, 704.35, 697.00, 703.55, 678.80, 702.80, 700.80, 692.56, 1348569, 9339.59, 49853, 585011, 43.38
LUXIND, EQ, 07-Mar-2022, 2284.85, 2261.90, 2270.20, 2185.65, 2210.00, 2218.30, 2224.84, 44770, 996.06, 7853, 19527, 43.62
LXCHEM, EQ, 07-Mar-2022, 406.75, 395.00, 402.95, 392.00, 399.25, 398.60, 397.94, 491395, 1955.43, 19366, 200828, 40.87
M&M, EQ, 07-Mar-2022, 732.30, 719.85, 719.85, 681.75, 693.60, 690.55, 693.23, 7008637, 48585.66, 195680, 3755303, 53.58
M&MFIN, EQ, 07-Mar-2022, 138.50, 136.90, 136.90, 128.00, 131.35, 130.60, 130.50, 8655255, 11294.80, 63328, 3161712, 36.53
M&MFIN, N1, 07-Mar-2022, 1060.10, 1250.00, 1250.00, 1160.60, 1160.60, 1160.60, 1248.00, 134, 1.67, 2, 134, 100.00
M&MFIN, N2, 07-Mar-2022, 1113.20, 1113.00, 1114.63, 1110.00, 1114.63, 1114.63, 1111.55, 639, 7.10, 19, 639, 100.00
M15RG, MF, 07-Mar-2022, 14.40, 14.10, 14.10, 14.10, 14.10, 14.10, 14.10, 1526, 0.22, 1, 1526, 100.00
MAANALU, EQ, 07-Mar-2022, 140.80, 135.00, 152.00, 132.00, 143.50, 143.70, 146.58, 259586, 380.51, 5957, 79059, 30.46
MACPOWER, EQ, 07-Mar-2022, 205.30, 207.90, 208.95, 195.65, 199.00, 199.80, 200.07, 9973, 19.95, 233, 6697, 67.15
MADHAV, EQ, 07-Mar-2022, 51.65, 51.40, 52.40, 50.05, 51.40, 51.05, 51.14, 18165, 9.29, 372, 9185, 50.56
MADHAVBAUG, ST, 07-Mar-2022, 138.30, 145.20, 145.20, 138.50, 145.20, 145.20, 144.50, 112000, 161.83, 54, 78400, 70.00
MADRASFERT, EQ, 07-Mar-2022, 31.10, 30.35, 30.95, 30.00, 30.40, 30.45, 30.37, 97063, 29.48, 913, 41082, 42.33
MAESGETF, EQ, 07-Mar-2022, 27.58, 27.59, 27.59, 26.78, 27.04, 27.03, 26.96, 13801, 3.72, 233, 10020, 72.60
MAFANG, EQ, 07-Mar-2022, 47.33, 55.20, 55.20, 45.60, 46.30, 46.18, 45.84, 926631, 424.74, 4495, 776557, 83.80
MAFSETF, EQ, 07-Mar-2022, 16.09, 16.75, 16.75, 15.25, 15.43, 15.41, 15.42, 620673, 95.69, 1312, 589136, 94.92
MAGADSUGAR, EQ, 07-Mar-2022, 283.35, 276.80, 286.50, 274.00, 280.50, 281.85, 280.14, 49897, 139.78, 1955, 20934, 41.95
MAGNUM, EQ, 07-Mar-2022, 9.90, 9.90, 10.10, 9.45, 9.60, 9.50, 9.59, 107906, 10.35, 277, 68511, 63.49
MAHABANK, EQ, 07-Mar-2022, 17.85, 17.70, 18.10, 17.45, 17.65, 17.60, 17.78, 3023272, 537.63, 6175, 1278403, 42.29
MAHAPEXLTD, EQ, 07-Mar-2022, 90.05, 85.55, 94.55, 85.55, 94.50, 92.85, 92.05, 4601, 4.24, 87, 3382, 73.51
MAHASTEEL, EQ, 07-Mar-2022, 69.80, 69.60, 72.25, 68.20, 71.20, 70.35, 69.84, 17069, 11.92, 731, 7100, 41.60
MAHEPC, EQ, 07-Mar-2022, 97.50, 97.30, 101.95, 92.55, 94.70, 94.80, 95.19, 70003, 66.63, 2240, 39703, 56.72
MAHESHWARI, EQ, 07-Mar-2022, 87.50, 88.50, 94.00, 76.30, 77.40, 78.15, 84.19, 859651, 723.75, 12669, 218180, 25.38
MAHICKRA, SM, 07-Mar-2022, 80.70, 77.00, 77.00, 77.00, 77.00, 77.00, 77.00, 1500, 1.16, 1, 1500, 100.00
MAHINDCIE, EQ, 07-Mar-2022, 185.45, 182.40, 184.30, 179.00, 179.85, 180.10, 181.50, 146360, 265.65, 4686, 72388, 49.46
MAHKTECH, EQ, 07-Mar-2022, 15.54, 15.85, 15.85, 14.60, 15.00, 14.99, 14.98, 139736, 20.93, 653, 109205, 78.15
MAHLIFE, EQ, 07-Mar-2022, 291.95, 290.00, 290.20, 275.05, 276.10, 278.30, 281.52, 132339, 372.56, 8282, 47871, 36.17
MAHLOG, EQ, 07-Mar-2022, 416.60, 416.60, 416.60, 403.00, 407.00, 408.55, 408.99, 316393, 1294.01, 9602, 222702, 70.39
MAHSCOOTER, EQ, 07-Mar-2022, 3414.55, 3411.00, 3617.60, 3311.00, 3425.00, 3432.75, 3383.61, 12422, 420.31, 1328, 9357, 75.33
MAHSEAMLES, EQ, 07-Mar-2022, 511.60, 505.00, 510.00, 494.15, 500.25, 501.60, 503.75, 160882, 810.45, 3083, 134104, 83.36
MAITHANALL, EQ, 07-Mar-2022, 1154.50, 1152.00, 1159.50, 1110.00, 1127.00, 1123.55, 1134.68, 132591, 1504.48, 7367, 59959, 45.22
MALLCOM, EQ, 07-Mar-2022, 792.35, 814.00, 814.00, 712.65, 757.00, 744.25, 746.92, 1095, 8.18, 203, 575, 52.51
MALUPAPER, EQ, 07-Mar-2022, 29.15, 28.90, 29.40, 27.85, 28.40, 28.50, 28.57, 10932, 3.12, 177, 6025, 55.11
MAMFGETF, EQ, 07-Mar-2022, 74.78, 73.51, 73.93, 72.79, 73.77, 73.77, 73.10, 5936, 4.34, 177, 3896, 65.63
MAN50ETF, EQ, 07-Mar-2022, 167.98, 167.98, 167.98, 162.50, 164.35, 164.29, 164.03, 62241, 102.09, 496, 60557, 97.29
MANAKSIA, EQ, 07-Mar-2022, 72.25, 71.30, 72.00, 69.75, 69.80, 70.10, 70.49, 70087, 49.40, 1101, 34978, 49.91
MANAKSTEEL, EQ, 07-Mar-2022, 40.05, 40.00, 42.40, 38.80, 40.00, 39.80, 40.45, 140413, 56.79, 1354, 62399, 44.44
MANALIPETC, EQ, 07-Mar-2022, 97.35, 95.00, 96.60, 93.00, 93.75, 93.50, 94.36, 351108, 331.29, 4801, 183129, 52.16
MANAPPURAM, EQ, 07-Mar-2022, 116.10, 114.70, 115.25, 111.30, 114.45, 114.45, 113.40, 5254336, 5958.44, 29593, 1675009, 31.88
MANGALAM, EQ, 07-Mar-2022, 112.00, 111.95, 115.00, 108.25, 110.00, 110.75, 112.66, 21592, 24.33, 680, 14205, 65.79
MANGCHEFER, EQ, 07-Mar-2022, 69.15, 68.50, 70.45, 64.40, 68.30, 68.05, 68.74, 194774, 133.89, 2165, 108344, 55.63
MANGLMCEM, EQ, 07-Mar-2022, 341.60, 330.00, 339.80, 325.00, 325.50, 326.60, 331.76, 32854, 109.00, 1283, 19781, 60.21
MANINDS, EQ, 07-Mar-2022, 80.35, 79.95, 79.95, 77.10, 79.40, 78.60, 78.57, 115091, 90.43, 2199, 57801, 50.22
MANINFRA, EQ, 07-Mar-2022, 97.75, 95.50, 97.00, 87.35, 95.40, 93.55, 95.03, 509078, 483.79, 5782, 255775, 50.24
MANORG, EQ, 07-Mar-2022, 847.50, 860.00, 860.00, 781.60, 806.00, 802.55, 807.26, 21502, 173.58, 1646, 11322, 52.66
MANUGRAPH, EQ, 07-Mar-2022, 15.50, 15.50, 15.50, 14.75, 15.00, 15.00, 14.86, 6054, 0.90, 99, 4718, 77.93
MANXT50, EQ, 07-Mar-2022, 392.15, 392.99, 398.75, 378.00, 381.09, 381.04, 382.70, 18914, 72.38, 366, 10239, 54.13
MANYAVAR, EQ, 07-Mar-2022, 850.50, 835.00, 844.00, 827.70, 835.00, 832.80, 834.93, 330996, 2763.60, 17783, 262250, 79.23
MAPMYINDIA, EQ, 07-Mar-2022, 1452.45, 1409.00, 1434.90, 1382.05, 1384.00, 1392.30, 1405.86, 151465, 2129.38, 13962, 49401, 32.62
MARALOVER, EQ, 07-Mar-2022, 88.55, 88.90, 88.90, 84.15, 84.25, 84.25, 85.02, 47283, 40.20, 600, 26722, 56.52
MARATHON, EQ, 07-Mar-2022, 99.65, 97.00, 99.90, 93.10, 99.90, 96.90, 95.99, 18777, 18.02, 628, 9158, 48.77
MARICO, EQ, 07-Mar-2022, 501.05, 490.00, 502.00, 476.90, 481.90, 481.85, 484.21, 1540133, 7457.44, 43003, 904579, 58.73
MARKSANS, EQ, 07-Mar-2022, 47.60, 46.00, 46.60, 45.65, 45.90, 45.90, 46.09, 739826, 340.97, 4995, 386166, 52.20
MARUTI, EQ, 07-Mar-2022, 7247.30, 6992.00, 7029.85, 6730.00, 6775.95, 6769.05, 6821.03, 2469925, 168474.42, 285790, 1348983, 54.62
MASFIN, EQ, 07-Mar-2022, 555.45, 528.65, 555.45, 528.10, 554.00, 549.10, 537.76, 42172, 226.78, 3612, 21249, 50.39
MASPTOP50, EQ, 07-Mar-2022, 27.99, 29.44, 29.44, 25.75, 27.97, 27.95, 27.78, 57241, 15.90, 449, 47335, 82.69
MASTEK, EQ, 07-Mar-2022, 2677.00, 2601.00, 2799.00, 2601.00, 2760.15, 2782.45, 2736.47, 108096, 2958.02, 15439, 39221, 36.28
MATRIMONY, EQ, 07-Mar-2022, 705.00, 686.05, 721.35, 681.05, 708.00, 700.05, 701.27, 14389, 100.91, 2129, 8774, 60.98
MAWANASUG, EQ, 07-Mar-2022, 116.25, 115.00, 121.00, 114.15, 119.90, 119.40, 118.53, 716224, 848.93, 10167, 216736, 30.26
MAXHEALTH, EQ, 07-Mar-2022, 359.55, 348.75, 352.40, 340.00, 341.90, 345.90, 344.02, 1236479, 4253.76, 34350, 814778, 65.90
MAXIND, EQ, 07-Mar-2022, 74.70, 74.40, 75.00, 73.75, 74.15, 74.05, 74.03, 76636, 56.74, 280, 69211, 90.31
MAXVIL, EQ, 07-Mar-2022, 105.95, 106.00, 107.50, 104.30, 106.00, 105.85, 105.84, 89341, 94.56, 1283, 67975, 76.08
MAYURUNIQ, EQ, 07-Mar-2022, 362.45, 355.00, 366.10, 350.35, 356.55, 356.55, 358.05, 93878, 336.13, 6029, 47475, 50.57
MAZDA, EQ, 07-Mar-2022, 478.60, 480.00, 502.20, 461.00, 465.05, 466.65, 475.78, 5031, 23.94, 668, 2126, 42.26
MAZDOCK, EQ, 07-Mar-2022, 241.65, 240.70, 242.70, 235.55, 240.00, 240.35, 239.39, 173456, 415.23, 6047, 64943, 37.44
MBAPL, EQ, 07-Mar-2022, 351.45, 351.00, 351.45, 333.90, 333.90, 333.90, 339.03, 20811, 70.56, 452, 17911, 86.07
MBLINFRA, EQ, 07-Mar-2022, 26.35, 26.15, 26.15, 25.05, 25.30, 25.25, 25.37, 126194, 32.01, 610, 88137, 69.84
MCDOWELL-N, EQ, 07-Mar-2022, 825.80, 810.00, 814.60, 765.20, 771.00, 775.00, 784.32, 2749718, 21566.72, 74840, 1274215, 46.34
MCL, EQ, 07-Mar-2022, 42.85, 38.60, 38.60, 38.60, 38.60, 38.60, 38.60, 80719, 31.16, 806, 74817, 92.69
MCLEODRUSS, EQ, 07-Mar-2022, 23.05, 22.20, 23.85, 21.15, 22.80, 22.80, 22.60, 441367, 99.73, 1676, 247824, 56.15
MCX, EQ, 07-Mar-2022, 1264.75, 1244.75, 1289.15, 1225.00, 1260.00, 1253.95, 1250.21, 1453853, 18176.15, 49876, 605728, 41.66
MEDICAMEQ, EQ, 07-Mar-2022, 624.00, 601.55, 652.30, 594.00, 613.00, 612.65, 613.31, 21196, 130.00, 1340, 11875, 56.02
MEDPLUS, EQ, 07-Mar-2022, 993.00, 975.00, 984.00, 920.00, 930.00, 926.45, 942.65, 125125, 1179.49, 12065, 46972, 37.54
MEGASTAR, EQ, 07-Mar-2022, 129.20, 122.75, 122.75, 122.75, 122.75, 122.75, 122.75, 978, 1.20, 36, 978, 100.00
MENONBE, EQ, 07-Mar-2022, 78.45, 77.00, 78.70, 73.65, 77.65, 77.05, 76.47, 49502, 37.85, 1154, 25709, 51.94
MEP, EQ, 07-Mar-2022, 21.10, 21.05, 21.05, 20.30, 20.60, 20.50, 20.59, 161974, 33.35, 555, 102049, 63.00
METROBRAND, EQ, 07-Mar-2022, 519.00, 515.00, 531.60, 505.10, 517.00, 518.25, 522.93, 147347, 770.53, 12688, 88524, 60.08
METROPOLIS, EQ, 07-Mar-2022, 1895.70, 1850.50, 1890.90, 1804.05, 1879.00, 1864.70, 1848.12, 168913, 3121.72, 17097, 52255, 30.94
MFL, EQ, 07-Mar-2022, 806.00, 795.10, 803.20, 765.70, 768.00, 770.60, 781.37, 56959, 445.06, 3268, 34423, 60.43
MFSL, EQ, 07-Mar-2022, 789.55, 757.00, 798.25, 755.05, 778.00, 779.15, 781.37, 981210, 7666.88, 45977, 523991, 53.40
MGEL, EQ, 07-Mar-2022, 195.65, 196.75, 200.00, 185.90, 185.90, 185.90, 191.43, 57623, 110.31, 434, 45051, 78.18
MGL, EQ, 07-Mar-2022, 716.35, 712.00, 731.00, 696.30, 716.00, 713.70, 715.01, 645139, 4612.82, 26428, 247043, 38.29
MHHL, SM, 07-Mar-2022, 24.60, 23.00, 23.00, 23.00, 23.00, 23.00, 23.00, 9000, 2.07, 3, 9000, 100.00
MHLXMIRU, EQ, 07-Mar-2022, 139.80, 138.00, 142.40, 132.85, 132.85, 132.85, 133.55, 15104, 20.17, 266, 10271, 68.00
MHRIL, EQ, 07-Mar-2022, 206.15, 203.30, 204.85, 198.20, 200.95, 199.40, 201.22, 275792, 554.95, 6721, 129966, 47.12
MIDHANI, EQ, 07-Mar-2022, 175.95, 176.90, 178.20, 171.10, 172.50, 172.30, 174.80, 196155, 342.88, 4282, 90666, 46.22
MINDACORP, EQ, 07-Mar-2022, 184.60, 184.60, 184.60, 174.05, 175.00, 175.05, 177.82, 718365, 1277.36, 13059, 175460, 24.42
MINDAIND, EQ, 07-Mar-2022, 911.20, 899.00, 917.65, 882.35, 899.65, 900.20, 900.72, 557278, 5019.50, 36024, 392085, 70.36
MINDSPACE, RR, 07-Mar-2022, 354.87, 358.90, 358.90, 350.00, 352.00, 353.46, 353.48, 85007, 300.48, 3256, 73796, 86.81
